index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
68,SHERIFF,@ЕВ,sheriff,@ев,False,1.0,1.0,1.0
69,I WAS BORN TO FLY,,i was born to fly,nan,False,0.8823529411764706,1.0,0.40522875816993464
70,ANKER,[8КЕ@,anker,[8ке@,False,1.0,1.0,1.0
71,ХочуПива,Ж(ЧУбо,хочупива,ж(чубо,False,0.75,1.0,0.4722222222222222
72,CRUSH ON YOU,0& СРЫЗН ?О.,crush on you,0& срызн ?о.,False,0.9166666666666666,1.0,0.5555555555555556
73,REDNECK RAMPAGE,[[Р5сАЕ,redneck rampage,[[р5сае,False,1.0,1.0,1.0
74,ALENCIAGA,ИЕМЕТА:А,alenciaga,иемета:а,False,1.0,1.0,1.0
75,"YORK 
 08",Ы 09 'Я8,york   08,ы 09 'я8,False,0.7777777777777778,1.5,0.4305555555555556
76,СБУ,СБУ,сбу,сбу,True,0.0,0.0,0.0
77,031НШЕ,(ШЩ,031нше,(шщ,False,0.8333333333333334,1.0,1.0
78,"OF CITY 
 STON",{10М,of city   ston,{10м,False,1.0,1.0,1.0
79,RAP,[ВА;,rap,[ва;,False,1.3333333333333333,1.0,1.0
80,YOUTH,"""ошт""",youth,"""ошт""",False,1.0,1.0,1.0
81,PUmA,{ШИ},puma,{ши},False,1.0,1.0,1.0
82,ASICS TIGER,@1С [,asics tiger,@1с [,False,0.9090909090909091,1.0,0.5696969696969696
83,adidas,"(ы"" Кл ~фф@з",adidas,"(ы"" кл ~фф@з",False,2.0,3.0,1.0
84,NIKE,,nike,nan,False,0.75,1.0,0.4722222222222222
85,Vans,[.$,vans,[.$,False,1.0,1.0,1.0
86,day, ос ?,day,ос ?,False,1.3333333333333333,2.0,1.0
87,RAINE,,raine,nan,False,0.6,1.0,0.3111111111111112
88,ТРЕЗВЫЙ И БЕЗ ДЕНЕГ,ТРЕЗВЫИ и БЕЗ ДЕНЕГ,трезвый и без денег,трезвыи и без денег,False,0.05263157894736842,0.25,0.032163742690058506
89,ЛУКОЙЛ,лухойл,лукойл,лухойл,False,0.16666666666666666,1.0,0.0888888888888888
90,DIMA 29,954,dima 29,954,False,1.0,1.0,1.0
91,LET'S PLAY,{4у,let's play,{4у,False,1.0,1.0,1.0
92,KIDS,"""08",kids,"""08",False,1.0,1.0,1.0
93,"tephen Ki Book Signing day, November 11th at 6","{ер<еп к"" Воок $191 9 Зау ^очеЬег 116 а 6","tephen ki book signing day, november 11th at 6","{ер<еп к"" воок $191 9 зау ^очеьег 116 а 6",False,0.7608695652173914,1.0,0.5884347183392782
94,FBI,(В1,fbi,(в1,False,1.0,1.0,1.0
95,simple trin,Ш,simple trin,ш,False,1.0,1.0,1.0
96,TAJIMA,шлии,tajima,шлии,False,1.0,1.0,1.0
97,Шарден дом вкуса,3 {ОМ' Шорден ВКУСА,шарден дом вкуса,3 {ом' шорден вкуса,False,0.6875,1.0,0.22462406015037584
98,Мой .рф,Пой рф П ппв & 5,мой .рф,пой рф п ппв & 5,False,1.7142857142857142,3.0,0.32440476190476186
99,Jack Wolfskin,{(к#,jack wolfskin,{(к#,False,1.0,1.0,1.0
100,ДИЗАЙН ВЫВЕСКИ,ДИЗАЙН ВЫВЕСКИ,дизайн вывески,дизайн вывески,True,0.0,0.0,0.0
101,PANDORA,РАЛ)О@А,pandora,рал)о@а,False,1.0,1.0,1.0
102,ПРОДУК,ПРОЦУК,продук,процук,False,0.16666666666666666,1.0,0.07777777777777772
103,"PIZZERSA 
 Z 
 HOLLE",но,pizzersa   z   holle,но,False,1.0,1.0,1.0
104,ОЛИМП,@4имп,олимп,@4имп,False,0.4,1.0,0.2666666666666666
105,САМОВАРЪ,САЫОВАРЪ,самоваръ,саыоваръ,False,0.125,1.0,0.06666666666666665
106,GRAFF G MEDIA,сА# ИФОИ,graff g media,са# ифои,False,0.9230769230769231,1.0,0.5993589743589745
107,SHOP,"""#О2",shop,"""#о2",False,1.0,1.0,1.0
108,PIZZA,РЗА ИЯЪЦ,pizza,рза ияъц,False,1.6,2.0,1.0
109,M,,m,nan,False,3.0,1.0,1.0
110,этисэль САЛОН КРАСОТЫ этисэль САЛОН КРАСОТЫ этисэль,@~ САЛОН КРАсОТЫ @@  САЛОН КРАСОТЫ зм@м,этисэль салон красоты этисэль салон красоты этисэль,@~ салон красоты @@  салон красоты зм@м,False,0.4117647058823529,0.42857142857142855,0.3697335344394168
111,Перспектива ,С:^ ! окъ 71 Перспектива,перспектива,с:^ ! окъ 71 перспектива,False,1.1818181818181819,4.0,0.5732323232323233
112,PARK,',park,',False,1.0,1.0,1.0
113,ЭЛЕКТРО ПРОВОДКА,РПЕКТРО ПРОВОСКЯ,электро проводка,рпектро провоскя,False,0.25,1.0,0.2777777777777778
114,HYUNDAI,5А нхнпрп,hyundai,5а нхнпрп,False,1.2857142857142858,2.0,1.0
115,Красное Бел,Красное 'Белс,красное бел,красное 'белс,False,0.18181818181818182,0.5,0.03076923076923077
116,ФизКульт СЕТЬ ФИТНЕС КЛУБОВ,явы с Е1 Ъ ит# вс,физкульт сеть фитнес клубов,явы с е1 ъ ит# вс,False,0.8148148148148148,1.5,0.5272331154684096
117,CH CH,Сн-сн,ch ch,сн-сн,False,1.0,1.0,1.0
118,MAMA DOMA товары для дома,ФОМА ТП4 дома ;ля Атобары,mama doma товары для дома,фома тп4 дома ;ля атобары,False,0.72,1.0,0.45999999999999996
119,САЛОН КРАСОТЫ,1410 П Глгы и1ш Р4441пагт,салон красоты,1410 п глгы и1ш р4441пагт,False,1.6923076923076923,2.5,0.6774358974358974
120,Абсолют Банк,АбсапютЫа,абсолют банк,абсапютыа,False,0.5,1.0,0.19444444444444442
121,"ГОСУДАРСТВЕННЫЙ 
 ДРАМАТИЧЕСКИЙ 
 ТЕАТР",госумАвстввшный мАтичвский ТЕАТР,государственный   драматический   театр,госумавстввшный матичвский театр,False,0.3076923076923077,0.6666666666666666,0.1520477207977209
122,OPEN,@₽Ем,open,@₽ем,False,1.0,1.0,1.0
123,"всЕзнайка 
 Дитяча студiя розвитку",студоя 898 65 3 розвитку Дитяча,всезнайка   дитяча студiя розвитку,студоя 898 65 3 розвитку дитяча,False,0.8529411764705882,1.25,0.3242994252399417
124,ЧАСОВАЯ МАСТЕРСКАЯ,"""илв1 Бп]]л 'И] л ЧАСОВАЯ ШИЕПЕРЕНАЯ",часовая мастерская,"""илв1 бп]]л 'и] л часовая шиепереная",False,1.3333333333333333,2.5,0.6150793650793651
125,КНИГИ,""" ~(@524  Ы",книги,""" ~(@524  ы",False,2.2,3.0,1.0
126,ApiJo,[ш&,apijo,[ш&,False,1.0,1.0,1.0
127,ОБУВЬ,ОВУВЬ,обувь,овувь,False,0.2,1.0,0.12
128,Банк Клиентский,[4 Ранн Кммемъсьии,банк клиентский,[4 ранн кммемъсьии,False,0.7333333333333333,1.5,0.4657407407407407
129,-А,=1!,-а,=1!,False,1.5,1.0,1.0
130,PASCUCCI,"на @А=ЧЧ д7""",pascucci,"на @а=чч д7""",False,1.5,3.0,1.0
131,ВЪЕЗД НЕ ЗАНИМАТЬ ШТРАФ 2 КОЛЕСА В ЧАС,ВЪЕЗД НЕ ЗАНИМАТЬ ШТРАФ 2 КОЛЕСА В ЧАС,въезд не занимать штраф 2 колеса в час,въезд не занимать штраф 2 колеса в час,True,0.0,0.0,0.0
132,Дореволюционные вывески в Москве,Дореволюционны выввеки Москве,дореволюционные вывески в москве,дореволюционны выввеки москве,False,0.15625,0.75,0.0601293103448276
133,"VANIL' 
 кофе булочка",У^ кофе&бухочка,vanil'   кофе булочка,у^ кофе&бухочка,False,0.47619047619047616,1.0,0.24761904761904763
134,ЕЙ ГНИ РМАРК,,ей гни рмарк,nan,False,1.0,1.0,1.0
135,ВЫВЕСКА ВЫВЕСКА,ВЫВЕСКА ВЫВЕСКА,вывеска вывеска,вывеска вывеска,True,0.0,0.0,0.0
136,АПТЕКА,А Ш 1 Е КА,аптека,а ш 1 е ка,False,1.0,5.0,0.3111111111111112
137,ESTHETIC CENTER MEAMO,МЕМО,esthetic center meamo,мемо,False,1.0,1.0,1.0
138,-1 URAL FERRUM FI HT LU,Мш ( ( ТоНТ,-1 ural ferrum fi ht lu,мш ( ( тонт,False,0.8695652173913043,1.0,0.5322793148880105
139,красный куб,КРАСнЫЧ КУБ,красный куб,красныч куб,False,0.09090909090909091,0.5,0.036363636363636376
140,БУКВЫ,БУКВЫ ГЧНЕР ;ю ЕкПГунн Та,буквы,буквы гчнер ;ю екпгунн та,False,4.0,4.0,0.15999999999999992
141,CHURCHILL,(,churchill,(,False,1.0,1.0,1.0
142,N,,n,nan,False,2.0,1.0,0.20000000000000007
143,ЛЮКС ВОДА,ЛЮКС вОда,люкс вода,люкс вода,True,0.0,0.0,0.0
144,охОта рыбалка,хкОта,охота рыбалка,хкота,False,0.7692307692307693,1.0,0.38076923076923075
145,"сеНоВал 
 трактир",% тракт р СЕЛО ,сеновал   трактир,% тракт р село,False,0.8235294117647058,2.0,0.5056022408963585
146,Трюфель,(фисфель =,трюфель,(фисфель =,False,0.8571428571428571,2.0,0.34285714285714286
147,WILDBERRIES,[[Ц)В@@@@Я,wildberries,[[ц)в@@@@я,False,1.0,1.0,1.0
148,G,(Ы,g,(ы,False,2.0,1.0,1.0
149,ЗОЛОТАЯ СТРЕКОЗА,3о0оТА я СТРЕКОЗА,золотая стрекоза,3о0ота я стрекоза,False,0.1875,1.0,0.12429971988795518
150,МЕСТО ДЛЯ ВАШЕГО БРЕНДА,МЕС9 ПЯВАШЕГО БГЕ ПА,место для вашего бренда,мес9 пявашего бге па,False,0.34782608695652173,1.0,0.2051811594202898
151,Park Claros,Яас оо&,park claros,яас оо&,False,0.9090909090909091,1.0,0.5887445887445888
152,"ИП Белик 
 РЕЖИМ РАБО 
 с 9:00",0 РЕЖимешв~ Боми иы 9300,ип белик   режим рабо   с 9:00,0 режимешв~ боми иы 9300,False,0.6333333333333333,1.0,0.35931372549019613
153,WILDBERRIES,3 [<.:@@@[ЕЯ,wildberries,3 [<.:@@@[ея,False,1.0909090909090908,2.0,1.0
154,Восточный ветер ТОРГОВЫЙ ЦЕНТР,"ЗОСТОЧНЫЙ ВЕТЕР ТОРГОВЫЙ ЦЕНТР ЕАЯПЕтаР РАЭРАБОТКА , ИЗГОТОВПЕНИЕИ МаНТА Ж РЕКЛАМНЫХ КОНСтРукЦия илл {ЕпЭБ56;",восточный ветер торговый центр,"зосточный ветер торговый центр еаяпетар раэработка , изготовпениеи манта ж рекламных конструкция илл {епэб56;",False,2.6666666666666665,2.75,0.40825688073394495
155,МАГНИТ КОСМЕТИК,МАГНИТ 9 КОСМЕТиК,магнит косметик,магнит 9 косметик,False,0.13333333333333333,0.5,0.02352941176470591
156,ruine,"'""1 &",ruine,"'""1 &",False,1.0,2.0,1.0
157,Хинкальная,ЭСинкалъная,хинкальная,эсинкалъная,False,0.3,1.0,0.1575757575757576
158,"DeSheli 
 Beauty center",Ф &6е^ Зеяеф сексет,desheli   beauty center,ф &6е^ зеяеф сексет,False,0.9130434782608695,1.3333333333333333,0.570556826849733
159,М.видео,Ш*?,м.видео,ш*?,False,1.0,1.0,1.0
160,БАНК ЮГРА,БАНК ЮГРА,банк югра,банк югра,True,0.0,0.0,0.0
161,The GENIUS,ЕЖпи Унв (6Е`-€8 иил иалтч,the genius,ежпи унв (6е`-€8 иил иалтч,False,2.5,2.5,0.6205128205128205
162,TRUSSARDI,"Т2_ЗЗА?>] Тг з-г;] 'сэп$ 3203 ЪА, 50",trussardi,"т2_зза?>] тг з-г;] 'сэп$ 3203 ъа, 50",False,4.0,7.0,1.0
163,ОБУВЬ,,обувь,nan,False,1.0,1.0,1.0
164,долг Верни чорт,яе Ве Рии чор1 %о^Г,долг верни чорт,яе ве рии чор1 %о^г,False,0.8,1.6666666666666667,0.4198830409356725
165,повестки в унитаз!,пторестки УНИТА3 !,повестки в унитаз!,пторестки унита3 !,False,0.3333333333333333,1.0,0.18000000000000005
166,"СПАСИБО, ВАЛЕРИЙ ГАРКАЛИН",сисиго; чаАлЕРий Итин,"спасибо, валерий гаркалин",сисиго; чаалерий итин,False,0.48,1.0,0.31746031746031755
167,19-037-84-82 МИХАИЛ,"оо7 #52 ""ИХАИЛ ~З5 [",19-037-84-82 михаил,"оо7 #52 ""ихаил ~з5 [",False,0.8947368421052632,2.5,0.4346491228070176
168,baby it's cold outside,"""ё 6",baby it's cold outside,"""ё 6",False,0.9545454545454546,1.0,0.5681818181818181
169,КУРСК - СТОЛИЦА СО КРАЯ,КУРС,курск - столица со края,курс,False,0.8260869565217391,1.0,0.16521739130434776
170,СМЕРТЬ,ППУЕ,смерть,ппуе,False,1.0,1.0,0.5277777777777779
171,МАША,59 ₽Ы ^к,маша,59 ₽ы ^к,False,2.0,3.0,1.0
172,baby its Cold qutSide,"(( (Ш""? ((к",baby its cold qutside,"(( (ш""? ((к",False,0.9047619047619048,1.0,0.5743145743145743
173,KING OF THE STREET,К{ы6 8Л 88Т,king of the street,к{ы6 8л 88т,False,0.8888888888888888,1.0,0.569023569023569
174,граждане! ПРИ АРТОБСТРЕЛЕ эта сторона улицы наиболее ОПАСНА,ПиИ ИШЕРЕН ПИПНИ НИЕЕ ШЦМ,граждане! при артобстреле эта сторона улицы наиболее опасна,пии ишерен пипни ниее шцм,False,0.7627118644067796,1.0,0.4879378531073446
175,МАТЕЛЕН НА ДОРОГЕ,ОТЕ,мателен на дороге,оте,False,0.8823529411764706,1.0,0.40522875816993464
176,"МЫ 
 СЛЕДИМ",САск ЦЛШч,мы   следим,саск цлшч,False,0.8181818181818182,1.0,0.5757575757575759
177,spring96.org,~р п996ы9,spring96.org,~р п996ы9,False,0.8333333333333334,2.0,0.537037037037037
178,63 школа ул. широт ая,63 ШКО^А Шугозин а5 71,63 школа ул. широт ая,63 шко^а шугозин а5 71,False,0.5714285714285714,0.8,0.1607792207792208
179,средняя общеобразовательная школа №,"ПГААМЕГиШа Шиитму 1, "" Глашиин Г (РЕДЦНЙЯ ПЕЦЕЛЕРАЗПШАТЕЛЪНАН пыи1; ТНти [ ЛШЕЛЩММЕАС  Ш",средняя общеобразовательная школа №,"пгаамегиша шиитму 1, "" глашиин г (редцнйя пецелеразпшателънан пыи1; тнти [ лшелщммеас  ш",False,1.9428571428571428,3.25,0.529978354978355
180,бизнес-центр,=анв5_ца-ц:,бизнес-центр,=анв5_ца-ц:,False,0.8333333333333334,1.0,0.6035353535353536
181,"АМЕНТ ОБРАЗОВАНИЯ ГОРОДА 
 ВОСТОЧНОЕ ОКРУЖНОЕ УПРАВ 
 ВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ У","РИзИкОМ: РГ}^На ПРЕНЗП ; СТЕЕННая [ >2'ко-ай ВЮЕНТ ОБРАЗОВАНИЯ ГОРОДА М ВОСТОЧНОЕ ОКРУЖНОЕОРПРАВГ ""ВЕННОЕ ОБРАЗОВАТЕЛЫНОЕ У",амент образования города   восточное окружное управ   венное образовательное у,"ризиком: рг}^на прензп ; стеенная [ >2'ко-ай вюент образования города м восточное окружноеорправг ""венное образователыное у",False,0.6666666666666666,1.4444444444444444,0.2762691594527281
