index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
38,увеселительный,увэселителыьй,увеселительный,увэселителыьй,False,0.2857142857142857,1.0,0.14749694749694764
39,корифей,кориосй,корифей,кориосй,False,0.2857142857142857,1.0,0.11428571428571421
40,"диоксид
темно
47381
запасти .
седалище",ДИОКСИД темно 47381 запасти седалище,диоксид темно 47381 запасти . седалище,диоксид темно 47381 запасти седалище,False,0.05263157894736842,0.16666666666666666,0.010526315789473717
41,Юлдашева,Юлдашова,юлдашева,юлдашова,False,0.125,1.0,0.050000000000000044
42,Рябцева),РЯВЦЕВА) 5 [{2 С_ЧБ,рябцева),рявцева) 5 [{2 с_чб,False,1.5,4.0,0.23984962406015042
43,"Кудревич
булькать",К{'ебич бульк шь,кудревич булькать,к{'ебич бульк шь,False,0.35294117647058826,1.5,0.254177807486631
44,"делец
Семко",Семк о Оел ец,делец семко,семк о оел ец,False,0.9090909090909091,2.0,0.4536130536130536
45,"smile
круг",ЗМ-_Е КРУГ,smile круг,зм-_е круг,False,0.5,0.5,0.33333333333333337
46,"Хватов;
тостер",ОВ гягшъ = Хва7 То Етер,хватов; тостер,ов гягшъ = хва7 то етер,False,1.0714285714285714,3.0,0.4330572808833678
47,"горький Зимин
наградить 9307300401",гарький   Змин наградить 9ШПЗОМШ,горький зимин наградить 9307300401,гарький   змин наградить 9шпзомш,False,0.38235294117647056,0.75,0.3320279198635975
48,Костевич,Костеви ,костевич,костеви,False,0.125,1.0,0.025000000000000022
49,калым,клым,калым,клым,False,0.2,1.0,0.06000000000000005
50,посланец,Ъосланещ,посланец,ъосланещ,False,0.25,1.0,0.16666666666666663
51,"прогреметь
шелкопряд
гадский",АТи прогреметь шелкопряд гадский,прогреметь шелкопряд гадский,ати прогреметь шелкопряд гадский,False,0.14285714285714285,0.3333333333333333,0.1607142857142857
52,салфетка.,салфетка:,салфетка.,салфетка:,False,0.1111111111111111,1.0,0.0444444444444444
53,"ride
little",г1фе [й++}е,ride little,г1фе [й++}е,False,0.9090909090909091,1.0,0.606060606060606
54,"Ломов Желтова
нахрапистый крупица
Руденя 9947989816
Гончаревич идиллия",ЛОМОВ Ж елтова нах рапистый крупица Руденя 9947989816 ГонЧаревич идиллия,ломов желтова нахрапистый крупица руденя 9947989816 гончаревич идиллия,ломов ж елтова нах рапистый крупица руденя 9947989816 гончаревич идиллия,False,0.02857142857142857,0.5,0.0826984126984126
55,"икона
ожог",иа ОЖОГ,икона ожог,иа ожог,False,0.3,0.5,0.17571428571428582
56,отвыкать,Фвыкать,отвыкать,фвыкать,False,0.25,1.0,0.13095238095238093
57,"всплывать    )
монарх Бобров
похоронка Басенко",всплызашь монарх похоронка Басенко Бобров,всплывать    ) монарх бобров похоронка басенко,всплызашь монарх похоронка басенко бобров,False,0.45652173913043476,0.6666666666666666,0.11198575196454308
58,кок Мирошник,КОК Мирошик,кок мирошник,кок мирошик,False,0.08333333333333333,0.5,0.01666666666666672
59,дискуссия,Аоусвля,дискуссия,аоусвля,False,0.6666666666666666,1.0,0.523809523809524
60,кабачок,8 # кабачок,кабачок,8 # кабачок,False,0.5714285714285714,2.0,0.12121212121212122
61,"радиационный
кувыркнуться
кожанка",раочацчонныб кувыркнушься кожанка,радиационный кувыркнуться кожанка,раочацчонныб кувыркнушься кожанка,False,0.15151515151515152,0.6666666666666666,0.09033189033189037
62,"кубовой
Пчелкина
Продан",кубовой Пчелкина Продан,кубовой пчелкина продан,кубовой пчелкина продан,True,0.0,0.0,0.0
63,"беспочвенный
убаюкать Янович
маслице apple",беспочвенньй убаюкать Янович маслице арре,беспочвенный убаюкать янович маслице apple,беспочвенньй убаюкать янович маслице арре,False,0.14285714285714285,0.4,0.08073945025164542
64,переноска,преноска,переноска,преноска,False,0.1111111111111111,1.0,0.0708333333333333
65,"возрождаться
Филистович
мускул",еозроэХоэъся Фл ~'ович мускул,возрождаться филистович мускул,еозроэхоэъся фл ~'ович мускул,False,0.3333333333333333,1.0,0.2978927203065135
66,"Рагель Гладкая
индивидуальность
вылазка Ширяев",Рагель Гладкая индивидуальность Вклазка Ширяев,рагель гладкая индивидуальность вылазка ширяев,рагель гладкая индивидуальность вклазка ширяев,False,0.021739130434782608,0.2,0.01758454106280194
67,Роллан,Роллан ,роллан,роллан,True,0.0,0.0,0.0
68,"река
неизменно",[1Ю Л@ИМННО,река неизменно,[1ю л@имнно,False,0.5714285714285714,1.0,0.39754689754689754
69,Маркс,Мркс,маркс,мркс,False,0.2,1.0,0.06000000000000005
70,"долго;
slip",долго; $:р,долго; slip,долго; $:р,False,0.36363636363636365,0.5,0.1327272727272727
71,чугунный,Чузунный,чугунный,чузунный,False,0.125,1.0,0.06666666666666665
72,камергер,камерёер,камергер,камерёер,False,0.125,1.0,0.050000000000000044
73,"Гойя
53593
трижды",х 5ъ9 #гиди,гойя 53593 трижды,х 5ъ9 #гиди,False,0.6470588235294118,1.0,0.41252864782276555
74,клинопись,клИнопись,клинопись,клинопись,True,0.0,0.0,0.0
75,шмайссер,~лассер,шмайссер,~лассер,False,0.375,1.0,0.22023809523809523
76,усик,УСих,усик,усих,False,0.25,1.0,0.11666666666666659
77,"Дима вислоухий
заманчиво шина
Луиза     (
Жидков ацетон",Дима ВИЛОухий заманиво ши Луива Жидков: аЦегон,дима вислоухий заманчиво шина луиза     ( жидков ацетон,дима вилоухий заманиво ши луива жидков: ацегон,False,0.23636363636363636,0.875,0.09854030701351224
78,"благостно
замирать)
лизинг",благоСтво замирать) лизИ,благостно замирать) лизинг,благоство замирать) лизи,False,0.11538461538461539,0.6666666666666666,0.03141025641025641
79,"трудящийся(
лакировать",туАШИЙа( Аскироваш,трудящийся( лакировать,туашийа( аскироваш,False,0.45454545454545453,1.0,0.24004329004329006
80,"оргпреступность
мониторинговый
Шаймухаметов.
дремучий",оргпреступность мониторинговыи Шаймухаметов: дремучий,оргпреступность мониторинговый шаймухаметов. дремучий,оргпреступность мониторинговыи шаймухаметов: дремучий,False,0.03773584905660377,0.5,0.019015908250092473
81,"Петухов
Саган
минога
Приймак",Пепухов Скеа мин02 Примок,петухов саган минога приймак,пепухов скеа мин02 примок,False,0.32142857142857145,1.0,0.19619047619047625
82,"ступа
жиреть
картон",@упа ЖИрегь Карлон,ступа жиреть картон,@упа жирегь карлон,False,0.21052631578947367,1.0,0.1257309941520468
83,шпат,шпаш,шпат,шпаш,False,0.25,1.0,0.11666666666666659
84,косица,КОСИЦА,косица,косица,True,0.0,0.0,0.0
85,"Травкина
департамент",ТрЮВкию %рШж*ки,травкина департамент,трювкию %ршж*ки,False,0.65,1.0,0.3944444444444445
86,старомодный,Спаромодный,старомодный,спаромодный,False,0.09090909090909091,1.0,0.05454545454545445
87,"косо
горком",'С КОСО горком,косо горком,'с косо горком,False,0.2727272727272727,0.5,0.13203463203463206
88,нагрузить,НАГРУЗИТВ,нагрузить,нагрузитв,False,0.1111111111111111,1.0,0.0444444444444444
89,отыграться,ОТЫГРАТЬСЯ,отыграться,отыграться,True,0.0,0.0,0.0
90,Коржаков полуслепой,"[ор&3а7об {0лс.6,03",коржаков полуслепой,"[ор&3а7об {0лс.6,03",False,0.6842105263157895,1.0,0.42105263157894735
91,дань(,дан ,дань(,дан,False,0.4,1.0,0.09333333333333327
92,"сравнить
Гендель",СРАВНИТЬ ГЕНДЕЛЬ,сравнить гендель,сравнить гендель,True,0.0,0.0,0.0
93,Татарстан,Тятарстан .,татарстан,тятарстан .,False,0.3333333333333333,2.0,0.22765151515151527
94,"Шмелева
Кислюк",шмелееа КЧслюк,шмелева кислюк,шмелееа кчслюк,False,0.14285714285714285,1.0,0.05714285714285716
95,Уханова,[3 НЗа Уханов),уханова,[3 нза уханов),False,1.1428571428571428,3.0,0.5634920634920635
96,"колок
жгут",кодох жгут,колок жгут,кодох жгут,False,0.2,0.5,0.10666666666666669
97,"садоводческий
подвезти",(ОдоВобЧески` пО@Зез<Ц,садоводческий подвезти,(одовобчески` по@зез<ц,False,0.36363636363636365,1.0,0.33766233766233766
98,трек,трске,трек,трске,False,0.5,1.0,0.17333333333333334
99,"похолодеть
МИД опилки
факельный
маринкин",6 похоЛООешь МИД ОЛШк ш факельныш МарШНКШН 1,похолодеть мид опилки факельный маринкин,6 похолооешь мид олшк ш факельныш маршнкшн 1,False,0.35,1.4,0.2929924242424242
100,санки,8,санки,8,False,1.0,1.0,1.0
101,выхлоп,ВЫХЛОП,выхлоп,выхлоп,True,0.0,0.0,0.0
102,"шарик
пирс",швРЖ Прс,шарик пирс,шврж прс,False,0.4,1.0,0.19500000000000006
103,"раскапывать
роиться Каледа",раскапывать роиться Каледа 1 ),раскапывать роиться каледа,раскапывать роиться каледа 1 ),False,0.15384615384615385,0.6666666666666666,0.026666666666666616
104,"эмбрион
13910
Кускова
ежли
перо",эмбрчон 13910 Кускова @жлч перо,эмбрион 13910 кускова ежли перо,эмбрчон 13910 кускова @жлч перо,False,0.0967741935483871,0.4,0.05299539170506906
105,лгать,ЛГ ать,лгать,лг ать,False,0.2,2.0,0.0444444444444444
106,минус,ШНУС,минус,шнус,False,0.4,1.0,0.21666666666666667
107,"9791230143
загасить дурка:",9791230443 ЗАГАСИТЬ  ДУРКА:,9791230143 загасить дурка:,9791230443 загасить  дурка:,False,0.07692307692307693,0.3333333333333333,0.0225071225071225
108,Климент,Климент,климент,климент,True,0.0,0.0,0.0
109,"ваучер
наоборот",паучар насбсрат,ваучер наоборот,паучар насбсрат,False,0.3333333333333333,1.0,0.28888888888888886
110,"осторожненько
переплюнуть
улыбнуться
Хвалько",осТОрожненко переплюнуть ульбнуться ХвалЛько,осторожненько переплюнуть улыбнуться хвалько,осторожненко переплюнуть ульбнуться хваллько,False,0.06818181818181818,0.75,0.050951374207188205
111,Кондратеня Кабиров,Кондратеня Кабиров,кондратеня кабиров,кондратеня кабиров,True,0.0,0.0,0.0
112,"одышка !
полвека",ФЭошка плеека,одышка ! полвека,фэошка плеека,False,0.4375,1.0,0.20192307692307698
113,Долматова,Долматова,долматова,долматова,True,0.0,0.0,0.0
114,чека:,!ис,чека:,!ис,False,1.0,1.0,1.0
115,"отрог
50934",отрог 50934,отрог 50934,отрог 50934,True,0.0,0.0,0.0
116,"Левин
апология",Левин амолозия,левин апология,левин амолозия,False,0.14285714285714285,0.5,0.05714285714285716
117,"мегафон
шаманка",мегафон шаманка,мегафон шаманка,мегафон шаманка,True,0.0,0.0,0.0
118,"угловато
29257
берег,",угловагО 29257 берег,"угловато 29257 берег,",угловаго 29257 берег,False,0.09523809523809523,0.6666666666666666,0.02904761904761899
119,"9747686525
Юрчук
Давидчик
старчество
смывка",9747686525 Ю2К ДАВИДЧИК СТАРЧЕСТВО СМЫВКА,9747686525 юрчук давидчик старчество смывка,9747686525 ю2к давидчик старчество смывка,False,0.06976744186046512,0.2,0.058831537152580826
120,21211,21211,21211,21211,True,0.0,0.0,0.0
121,"встряхивать;
Фридрих  ,
энтеровирус",ВСхЕФУЕВАТЬ ШЫшИХ ЭНЕФОВИРУ(,"встряхивать; фридрих  , энтеровирус",всхефуевать шыших энефовиру(,False,0.4857142857142857,1.0,0.35476190476190483
122,Сытин,Сыш_н,сытин,сыш_н,False,0.4,1.0,0.21333333333333326
123,"прославление!
упавший
отпугнуть",пославлене! упавший отпугнуть,прославление! упавший отпугнуть,пославлене! упавший отпугнуть,False,0.06451612903225806,0.3333333333333333,0.06073414905450503
124,анемия манка,анемя манка,анемия манка,анемя манка,False,0.08333333333333333,0.5,0.01666666666666672
125,"Матюк
сумка
пыльца
мсье ;",Матюк сумка пыльца мсье,матюк сумка пыльца мсье ;,матюк сумка пыльца мсье,False,0.08,0.2,0.016000000000000014
126,"9398140376
боязно",9398140376 боязно,9398140376 боязно,9398140376 боязно,True,0.0,0.0,0.0
127,Шагин.,Шагин:,шагин.,шагин:,False,0.16666666666666666,1.0,0.06666666666666665
128,чистый слива изменник,ЧИСТЫЙ Слива иЗМеННИК,чистый слива изменник,чистый слива изменник,True,0.0,0.0,0.0
129,"одноименный
регата   )",одноименный регата,одноименный регата   ),одноименный регата,False,0.18181818181818182,0.3333333333333333,0.036363636363636376
130,9799905051,9799905051,9799905051,9799905051,True,0.0,0.0,0.0
131,"арап?
учет",арап? учеш ;,арап? учет,арап? учеш ;,False,0.3,1.0,0.07000000000000006
132,"смерш
9536985036
ожог схождение
Савинова волочь",смерш 9536985056 @оР схолденио Савинова волочь,смерш 9536985036 ожог схождение савинова волочь,смерш 9536985056 @ор схолденио савинова волочь,False,0.1276595744680851,0.5,0.0815250429496499
133,расстилать,"""",расстилать,"""",False,1.0,1.0,1.0
134,"жидкий
лакать",ЖИДКИЙ Лакагь,жидкий лакать,жидкий лакагь,False,0.07692307692307693,0.5,0.03076923076923077
135,Бельгия,бэльия,бельгия,бэльия,False,0.2857142857142857,1.0,0.13571428571428568
136,"сахарин
страсть
арбалет",сахарин страсть арбалет,сахарин страсть арбалет,сахарин страсть арбалет,True,0.0,0.0,0.0
137,Подольский,брльктй 0 м23 7,подольский,брльктй 0 м23 7,False,1.4,4.0,0.4444444444444444
138,святцы,сеяш>ы,святцы,сеяш>ы,False,0.5,1.0,0.33333333333333337
139,"физик
Нечай
53869",Физик НЕчАй 53869,физик нечай 53869,физик нечай 53869,True,0.0,0.0,0.0
140,"дубасить
Смолик",дУбасигь @толх,дубасить смолик,дубасигь @толх,False,0.3333333333333333,1.0,0.11437229437229435
141,Инга,Инга,инга,инга,True,0.0,0.0,0.0
142,Алай,АлАи,алай,алаи,False,0.25,1.0,0.11666666666666659
143,80163(,8О163(,80163(,8о163(,False,0.16666666666666666,1.0,0.09999999999999998
144,"77555 Велько
смиренный 66575",пеЕ; итша Етт?н оша5,77555 велько смиренный 66575,пее; итша етт?н оша5,False,0.8214285714285714,1.0,0.5206349206349206
145,"галдеж осушить(
спагетти   (",галдеж осушить спагетти,галдеж осушить( спагетти   (,галдеж осушить спагетти,False,0.17857142857142858,0.5,0.03571428571428581
146,граб,ераб,граб,ераб,False,0.25,1.0,0.16666666666666663
147,очаг,оЧаг,очаг,очаг,True,0.0,0.0,0.0
148,"Янчук.
жаль",1 1,янчук. жаль,1 1,False,0.9090909090909091,1.0,1.0
149,амба,амба,амба,амба,True,0.0,0.0,0.0
150,"горло
Пузевич
батюшка
понижающий
пролепетать!",2орло Пузевич башювка 0 'ИНИЖаЮМИЙ ироленеимиы!,горло пузевич батюшка понижающий пролепетать!,2орло пузевич башювка 0 'инижаюмий ироленеимиы!,False,0.3111111111111111,1.0,0.2226996708849024
151,Скорина,2хорнна,скорина,2хорнна,False,0.42857142857142855,1.0,0.2857142857142857
152,Греф,ГРЕФ,греф,греф,True,0.0,0.0,0.0
153,важничать,ниЧать важ,важничать,ничать важ,False,0.7777777777777778,2.0,0.31693121693121695
154,разбазарить прялка,разбазаригь пяЛКа,разбазарить прялка,разбазаригь пялка,False,0.1111111111111111,1.0,0.033986928104575265
155,Салтыков,СалтькоВ,салтыков,салтьков,False,0.125,1.0,0.050000000000000044
156,"шейный
50487
81594?",ШЕЙНЫЙ 50487 81594?,шейный 50487 81594?,шейный 50487 81594?,True,0.0,0.0,0.0
157,Моцарт,с7ъ 32 &,моцарт,с7ъ 32 &,False,1.3333333333333333,3.0,1.0
158,клей!,КЛЕЙЛ,клей!,клейл,False,0.2,1.0,0.07999999999999996
159,"морить
слепой
сшибить
чернослив","мор ш, сл по0 ;шнб ыш6 чернослч6 СО.:",морить слепой сшибить чернослив,"мор ш, сл по0 ;шнб ыш6 чернослч6 со.:",False,0.5806451612903226,2.0,0.38809938971229296
160,Чернушевич,Чернушевич,чернушевич,чернушевич,True,0.0,0.0,0.0
161,облупить,пъ16 облу,облупить,пъ16 облу,False,1.125,2.0,1.0
162,вибрион,в1б}он,вибрион,в1б}он,False,0.42857142857142855,1.0,0.22857142857142854
163,Клара,[ЛАРА,клара,[лара,False,0.2,1.0,0.1333333333333333
164,"замещение
помышлять
готовно смута",ЗАМЕЩЕНИЕ ПОМЫШЛЯТЬ ГОТОВНО СМУТА 7,замещение помышлять готовно смута,замещение помышлять готовно смута 7,False,0.06060606060606061,0.25,0.011428571428571344
165,наука,наука,наука,наука,True,0.0,0.0,0.0
166,"пулковский
хитровато",нушиьтш Ттриоаю,пулковский хитровато,нушиьтш ттриоаю,False,0.75,1.0,0.4277777777777777
167,зачин,зачин,зачин,зачин,True,0.0,0.0,0.0
168,Кент.,Жент,кент.,жент,False,0.4,1.0,0.21666666666666667
169,"Шатило
цитология",Шатихо цито^огиЯ,шатило цитология,шатихо цито^огия,False,0.125,1.0,0.050000000000000044
170,"каретка
старомосковский
осмотрительно
зачитываться.",Кстетка СтароСковский сакогригелыюю зафИгьвагься,каретка старомосковский осмотрительно зачитываться.,кстетка старосковский сакогригелыюю зафигьвагься,False,0.3333333333333333,1.0,0.18837669683257918
171,иудин!,иудин!,иудин!,иудин!,True,0.0,0.0,0.0
172,"Дуся
богато",Дуся богато,дуся богато,дуся богато,True,0.0,0.0,0.0
173,троп,"1 4 [2 с<,В арол",троп,"1 4 [2 с<,в арол",False,3.5,5.0,1.0
174,"Галенко
левит
душистый
Ганевич",Галено ЛеВИТ душистьй Ганевич,галенко левит душистый ганевич,галено левит душистьй ганевич,False,0.06666666666666667,0.5,0.020229885057471253
175,Рожина,рожина,рожина,рожина,True,0.0,0.0,0.0
176,"Козин
Храмов
невидный?",Кбй Храмов невиднй?,козин храмов невидный?,кбй храмов невиднй?,False,0.22727272727272727,0.6666666666666666,0.22329017731494516
177,"дож сельва
догонять выиграть
настенный
свершаться",0 ож сельа а а о2оняшъ 8ыч:р ашъ насшенный сзершашься,дож сельва догонять выиграть настенный свершаться,0 ож сельа а а о2оняшъ 8ыч:р ашъ насшенный сзершашься,False,0.3673469387755102,1.6666666666666667,0.3608265947888589
178,"въезжать
окаймить",вьевжать окаймигь,въезжать окаймить,вьевжать окаймигь,False,0.17647058823529413,1.0,0.14873949579831924
179,"вахта
аборт",вахта аборг,вахта аборт,вахта аборг,False,0.09090909090909091,0.5,0.036363636363636376
180,Шилов,2 ИЛОВ,шилов,2 илов,False,0.4,2.0,0.1777777777777777
181,"листинг самооценка;
лизинг плантация",л :<чн2 самооценка; лЧзЧН2 планшацця,листинг самооценка; лизинг плантация,л :<чн2 самооценка; лчзчн2 планшацця,False,0.2777777777777778,1.0,0.24743589743589745
182,нулевой,вулевой,нулевой,вулевой,False,0.14285714285714285,1.0,0.09523809523809523
183,"питомец event
Влад
гвалт вопросик Быков(
63462 воздвижение
венский       ?",пигомец ееп Влад ГВат ВОПроси Быков( 63462 воздвижение венский,питомец event влад гвалт вопросик быков( 63462 воздвижение венский       ?,пигомец ееп влад гват вопроси быков( 63462 воздвижение венский,False,0.21621621621621623,0.5,0.17141368287085756
184,"Власик
галстук",Власик аалспук,власик галстук,власик аалспук,False,0.14285714285714285,0.5,0.05714285714285716
185,"75597
инфа",75597 ИНфа,75597 инфа,75597 инфа,True,0.0,0.0,0.0
186,даос,ОИОе,даос,оиое,False,0.75,1.0,0.5
187,"Наум стрежень доменный-
досадливый.",Наум стрежень   доменный- досадливый:,наум стрежень доменный- досадливый.,наум стрежень   доменный- досадливый:,False,0.08571428571428572,0.25,0.045459913695207854
188,бабий,бабии (,бабий,бабии (,False,0.6,2.0,0.12571428571428567
189,"РСПП
прям
99259",0 ЮаЛ цМм 99259,рспп прям 99259,0 юал цмм 99259,False,0.5333333333333333,1.0,0.35277777777777775
190,спассеровать,спассеровашь,спассеровать,спассеровашь,False,0.08333333333333333,1.0,0.03333333333333344
191,цыпка,цыпка,цыпка,цыпка,True,0.0,0.0,0.0
192,"Гребенкина 93780 сивуха
шоу-бизнес",Гребенкина 93780 сивуха шоу-бивнес,гребенкина 93780 сивуха шоу-бизнес,гребенкина 93780 сивуха шоу-бивнес,False,0.029411764705882353,0.25,0.0117647058823529
193,резчик,резчиж,резчик,резчиж,False,0.16666666666666666,1.0,0.06666666666666665
194,"вмещать;
Федорова
Томас",вмещать; Федорова Томас,вмещать; федорова томас,вмещать; федорова томас,True,0.0,0.0,0.0
195,"потешаться
51581 вышина
зажмурить(
66536 чудно",ПОТЕШАТЬСЯ 51581 ВЫШИНА ЗАЖ МУРИТЬ( 66536 ЧУДНО,потешаться 51581 вышина зажмурить( 66536 чудно,потешаться 51581 вышина заж мурить( 66536 чудно,False,0.021739130434782608,0.3333333333333333,0.030342275670675378
196,"трепанация пересказ
9631168328 бесчестный",трепнция пресказ 9631168328  бесчестьй,трепанация пересказ 9631168328 бесчестный,трепнция пресказ 9631168328  бесчестьй,False,0.14634146341463414,0.75,0.10713878191413506
197,"root,","кооб,","root,","кооб,",False,0.8,1.0,0.5333333333333334
198,"Василюк 97885
непостоянство",Васчлюк 97885 непоспоя нсшво,василюк 97885 непостоянство,васчлюк 97885 непоспоя нсшво,False,0.14814814814814814,1.0,0.059259259259259234
199,ножик,ВбРЗЕ .ЫЫ: 3,ножик,вбрзе .ыы: 3,False,2.4,3.0,1.0
200,"трудящийся
аттестат
предстать",трудящийся агтестат предстать,трудящийся аттестат предстать,трудящийся агтестат предстать,False,0.034482758620689655,0.3333333333333333,0.06379310344827582
201,Гришкова,~ $?ишова,гришкова,~ $?ишова,False,0.625,2.0,0.27314814814814825
202,"Стасик
Жильцова",Стасик Жильцова,стасик жильцова,стасик жильцова,True,0.0,0.0,0.0
203,"Сапронов
Марченков
энергичный
забойный )
наметиться",Сапровов Марченков 9пергичний забойнь ) наметитъся,сапронов марченков энергичный забойный ) наметиться,сапровов марченков 9пергичний забойнь ) наметитъся,False,0.13725490196078433,0.6666666666666666,0.10130718954248363
204,домой,ДОМОй,домой,домой,True,0.0,0.0,0.0
205,"огнеупор разгибатель
43245 Лаврухин стиляга
прямиком ужесточать",огеупар разгибатель 43245 Лаврухин стиляпа прямиком  ужесточать,огнеупор разгибатель 43245 лаврухин стиляга прямиком ужесточать,огеупар разгибатель 43245 лаврухин стиляпа прямиком  ужесточать,False,0.06349206349206349,0.2857142857142857,0.14095238095238094
206,обегать,1,обегать,1,False,1.0,1.0,1.0
207,утилитарный,1пш [ЫПГ ШТПИ4 ушилишарный,утилитарный,1пш [ыпг штпи4 ушилишарный,False,1.5454545454545454,4.0,0.6484071484071483
208,"завивать
страусовый
обаятельно",заВИВаТЬ 'страусовый обаятельно,завивать страусовый обаятельно,завивать 'страусовый обаятельно,False,0.03333333333333333,0.3333333333333333,0.006451612903225823
209,77512,77512,77512,77512,True,0.0,0.0,0.0
210,Бабаков,Бабакоб,бабаков,бабакоб,False,0.14285714285714285,1.0,0.05714285714285716
