index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
55,"икона
ожог",WKOHa OXKOr 9,икона ожог,wkoha oxkor 9,False,1.2,1.5,0.6076923076923078
56,отвыкать,OTBbIKaTb T ,отвыкать,otbbikatb t,False,1.375,2.0,1.0
57,"всплывать    )
монарх Бобров
похоронка Басенко",) ecnbeamb Bo6poe MOHapx noxOpOHKa BaceHKO,всплывать    ) монарх бобров похоронка басенко,) ecnbeamb bo6poe mohapx noxopohka bacehko,False,0.9130434782608695,1.0,0.6311249137336095
58,кок Мирошник,II ANENS KOK MAPOLLHAK,кок мирошник,ii anens kok mapollhak,False,1.75,2.0,0.6237373737373737
59,дискуссия,O00O AJHOkyoOMR,дискуссия,o00o ajhokyoomr,False,1.6666666666666667,2.0,1.0
60,кабачок,AN 王 ka6ayok 米 米 米,кабачок,an 王 ka6ayok 米 米 米,False,2.5714285714285716,6.0,1.0
61,"радиационный
кувыркнуться
кожанка", 1 paduauuoHHbiu KyeblpKHymbca KOJCaHKa,радиационный кувыркнуться кожанка,1 paduauuohhbiu kyeblpkhymbca kojcahka,False,1.0909090909090908,1.3333333333333333,0.6289207868155235
62,"кубовой
Пчелкина
Продан",SWEDE Ky 6OBON yeJIKnHa 南 ® 888 福 西 R IponaH,кубовой пчелкина продан,swede ky 6obon yejiknha 南 ® 888 福 西 r iponah,False,1.826086956521739,3.6666666666666665,0.6225296442687747
63,"беспочвенный
убаюкать Янович
маслице apple",6eCTOyBeHHbN y6aroKaTb AHOBNH MacninLe apple,беспочвенный убаюкать янович маслице apple,6ectoybehhbn y6arokatb ahobnh macninle apple,False,0.8333333333333334,0.8,0.6381673881673882
64,переноска,TepeHOCKa,переноска,tepehocka,False,1.0,1.0,1.0
65,"возрождаться
Филистович
мускул",B03pooicdambca Φunucmoeuy Myckyn,возрождаться филистович мускул,b03pooicdambca φunucmoeuy myckyn,False,1.0,1.0,0.6236111111111111
66,"Рагель Гладкая
индивидуальность
вылазка Ширяев",PareJb Tnakas HHIHBHIYaIbHOCTb BbLIa3Ka IlupxeB,рагель гладкая индивидуальность вылазка ширяев,parejb tnakas hhihbhiyaibhoctb bblia3ka ilupxeb,False,0.9565217391304348,1.0,0.6093123650940486
67,Роллан,PonnaH,роллан,ponnah,False,1.0,1.0,1.0
68,"река
неизменно",peKka HeN3MeHHO !,река неизменно,pekka hen3mehho !,False,1.1428571428571428,1.5,0.623249299719888
69,Маркс,2  Mapkc ,маркс,2  mapkc,False,1.6,2.0,1.0
70,"долго;
slip",Aonro; slip,долго; slip,aonro; slip,False,0.45454545454545453,0.5,0.3030303030303031
71,чугунный,Vyay HHBId,чугунный,vyay hhbid,False,1.25,2.0,1.0
72,камергер,,камергер,nan,False,1.0,1.0,1.0
73,"Гойя
53593
трижды",Tobs 53593 TPERIE 红塞7ON#N,гойя 53593 трижды,tobs 53593 tperie 红塞7on#n,False,1.0588235294117647,1.0,0.436078431372549
74,клинопись,KIMHOnuCE ,клинопись,kimhonuce,False,1.0,1.0,1.0
75,шмайссер,uMauccep,шмайссер,umauccep,False,1.0,1.0,1.0
76,усик,yCHK 华 PN,усик,ychk 华 pn,False,2.25,3.0,1.0
77,"Дима вислоухий
заманчиво шина
Луиза     (
Жидков ацетон",uma BUCnOyXW 3aMaHHVBO WUHa JyvBa C >KWA KOB: aLeTOH,дима вислоухий заманчиво шина луиза     ( жидков ацетон,uma bucnoyxw 3amahhvbo wuha jyvba c >kwa kob: aletoh,False,0.8727272727272727,1.125,0.5668997668997668
78,"благостно
замирать)
лизинг",6narOCTHO 3aMIpaTB) J3YHT,благостно замирать) лизинг,6naroctho 3amipatb) j3yht,False,0.8846153846153846,1.0,0.5882051282051282
79,"трудящийся(
лакировать",TPyAswvios( AaKHPOBaTb 1.831,трудящийся( лакировать,tpyaswvios( aakhpobatb 1.831,False,1.1818181818181819,1.5,0.6125541125541125
80,"оргпреступность
мониторинговый
Шаймухаметов.
дремучий",oprrIpecTyrIHocTb MOHNTOPKHTOBDIN IHIarMyXaMeTOB. pemyuni,оргпреступность мониторинговый шаймухаметов. дремучий,oprripectyrihoctb mohntopkhtobdin ihiarmyxametob. pemyuni,False,1.0188679245283019,1.0,0.6181176210967672
81,"Петухов
Саган
минога
Приймак",Iemy xo3 CazaH MUHo2a Ipuimar,петухов саган минога приймак,iemy xo3 cazah muho2a ipuimar,False,0.9285714285714286,1.25,0.5964696223316912
82,"ступа
жиреть
картон",CTyna KUpeTb KapTOH,ступа жиреть картон,ctyna kupetb kaptoh,False,0.8947368421052632,1.0,0.5964912280701755
83,шпат,wnam,шпат,wnam,False,1.0,1.0,1.0
84,косица, KOCVLA,косица,kocvla,False,1.0,1.0,1.0
85,"Травкина
департамент",TpasruHa denapmamenm,травкина департамент,tpasruha denapmamenm,False,0.95,1.0,0.6333333333333333
86,старомодный,CmapOMOOH,старомодный,cmapomooh,False,1.0,1.0,1.0
87,"косо
горком",KOCO ropKOM,косо горком,koco ropkom,False,0.9090909090909091,1.0,0.606060606060606
88,нагрузить,HArPY3UTb ,нагрузить,harpy3utb,False,1.0,1.0,1.0
89,отыграться,OTbIIPATbCA,отыграться,otbiipatbca,False,1.1,1.0,1.0
90,Коржаков полуслепой,KopxcaKoe  nony cnenou,коржаков полуслепой,kopxcakoe  nony cnenou,False,1.105263157894737,1.5,0.6339712918660287
91,дань(,AaHb( 厂,дань(,aahb( 厂,False,1.2,2.0,0.5523809523809524
92,"сравнить
Гендель",CPABHHTB TEHI IEJD,сравнить гендель,cpabhhtb tehi iejd,False,1.0625,1.5,0.6273148148148149
93,Татарстан,,татарстан,nan,False,1.0,1.0,1.0
94,"Шмелева
Кислюк",Wmeseea KucsIOk ,шмелева кислюк,wmeseea kucsiok,False,1.0,1.0,0.6206349206349207
95,Уханова,yxaHOBa PE78 S28 E 糖 EEREN A 座 ER INGLY GE BE SBRE 星  超限 器 8  ING.IT,уханова,yxahoba pe78 s28 e 糖 eeren a 座 er ingly ge be sbre 星  超限 器 8  ing.it,False,9.714285714285714,18.0,1.0
96,"колок
жгут",KOIOK XKrYT,колок жгут,koiok xkryt,False,1.0,1.0,0.603030303030303
97,"садоводческий
подвезти",cadoeodyeckuu nodee3mu,садоводческий подвезти,cadoeodyeckuu nodee3mu,False,0.9545454545454546,1.0,0.6363636363636365
98,трек,Tpek,трек,tpek,False,1.0,1.0,1.0
99,"похолодеть
МИД опилки
факельный
маринкин",TRAININO noxonodemb  MNA onwnkU 中aKenbHbIu MOPUHKUH H,похолодеть мид опилки факельный маринкин,trainino noxonodemb  mna onwnku 中akenbhbiu mopuhkuh h,False,1.225,1.4,0.6081761006289308
100,санки,S CaHKH,санки,s cahkh,False,1.4,2.0,1.0
101,выхлоп,BbIXnOn 中国,выхлоп,bbixnon 中国,False,1.6666666666666667,2.0,1.0
102,"шарик
пирс",Wapvk rvpc NOA,шарик пирс,wapvk rvpc noa,False,1.3,1.5,0.6095238095238096
103,"раскапывать
роиться Каледа",paCKaHbIBaTb PONTbCA Kanena SXES ,раскапывать роиться каледа,packahbibatb pontbca kanena sxes,False,1.1538461538461537,1.3333333333333333,0.6201923076923077
104,"эмбрион
13910
Кускова
ежли
перо",3M6PuOh 13910 KycKoBa emnU 理 nepo 和 M s2 2 c2,эмбрион 13910 кускова ежли перо,3m6puoh 13910 kyckoba emnu 理 nepo 和 m s2 2 c2,False,1.1612903225806452,2.0,0.5402628434886501
105,лгать,nraTb ,лгать,nratb,False,1.0,1.0,1.0
106,минус,eS,минус,es,False,1.0,1.0,1.0
107,"9791230143
загасить дурка:",9791230143 3AIACИTb AYPKA:,9791230143 загасить дурка:,9791230143 3aiacиtb aypka:,False,0.46153846153846156,0.6666666666666666,0.3076923076923078
108,Климент, KnNMeHT,климент,knnmeht,False,1.0,1.0,1.0
109,"ваучер
наоборот",allaurn Fosuttinunoe arr e Kmneotannorbry. comonmitos brgcasererrameyen drnennojeeieronemoeh Bay yep Hao6opOT,ваучер наоборот,allaurn fosuttinunoe arr e kmneotannorbry. comonmitos brgcasererrameyen drnennojeeieronemoeh bay yep hao6opot,False,7.2,5.5,0.6413863404689093
110,"осторожненько
переплюнуть
улыбнуться
Хвалько",OCTOpO>KHeHbKO repervroHyTb ynbi6HyTbCA XBaIbKO,осторожненько переплюнуть улыбнуться хвалько,octopo>khehbko repervrohytb ynbi6hytbca xbaibko,False,1.0,1.0,0.622662798194713
111,Кондратеня Кабиров,KOHAPaTeHA Ka6μpOB,кондратеня кабиров,kohapateha ka6μpob,False,0.9444444444444444,1.0,0.6296296296296295
112,"одышка !
полвека",家 odbwuka noneeka,одышка ! полвека,家 odbwuka noneeka,False,1.0,1.0,0.5857843137254901
113,Долматова,JonMaTOBa 口,долматова,jonmatoba 口,False,1.2222222222222223,2.0,1.0
114,чека:,· 4eKC.,чека:,· 4ekc.,False,1.4,2.0,1.0
115,"отрог
50934",OTpor 50934,отрог 50934,otpor 50934,False,0.45454545454545453,0.5,0.3030303030303031
116,"Левин
апология",NeBuH anOAO2MA  Matagan,левин апология,nebuh anoao2ma  matagan,False,1.5714285714285714,1.5,0.6283643892339545
117,"мегафон
шаманка",Meradoh LaMaHKa,мегафон шаманка,meradoh lamahka,False,0.9333333333333333,1.0,0.6222222222222222
118,"угловато
29257
берег,","YrMOBaTO 29257 6eper,","угловато 29257 берег,","yrmobato 29257 6eper,",False,0.6190476190476191,0.6666666666666666,0.4126984126984127
119,"9747686525
Юрчук
Давидчик
старчество
смывка",9747686525 IOPUYK LABNnUNK CTAF PUECT BO CMbIBKA,9747686525 юрчук давидчик старчество смывка,9747686525 iopuyk labnnunk ctaf puect bo cmbibka,False,0.7906976744186046,1.2,0.4609173126614987
120,21211,21211 12 N 2025 935,21211,21211 12 n 2025 935,False,2.8,4.0,0.1473684210526316
121,"встряхивать;
Фридрих  ,
энтеровирус",BOTA9XWBATb,"встряхивать; фридрих  , энтеровирус",bota9xwbatb,False,1.0,1.0,1.0
122,Сытин,CbImuH,сытин,cbimuh,False,1.2,1.0,1.0
123,"прославление!
упавший
отпугнуть",npOCaBeHVe! ynaBWNi OTnyrHyTb 8,прославление! упавший отпугнуть,npocabehve! ynabwni otnyrhytb 8,False,0.967741935483871,1.3333333333333333,0.6021505376344085
124,анемия манка,aHeMVI MaHKa 福,анемия манка,ahemvi mahka 福,False,1.0833333333333333,1.5,0.6150793650793651
125,"Матюк
сумка
пыльца
мсье ;",MaTIOK cyMKa mUbla MCbe ®,матюк сумка пыльца мсье ;,matiok cymka mubla mcbe ®,False,0.88,1.0,0.56
126,"9398140376
боязно",9398140376 60X3HO ,9398140376 боязно,9398140376 60x3ho,False,0.35294117647058826,0.5,0.14117647058823535
127,Шагин.,S.02 DEU81 R 8 WarnH,шагин.,s.02 deu81 r 8 warnh,False,3.3333333333333335,5.0,0.5944444444444443
128,чистый слива изменник,YNCTbIM CnNBa W3MeHHNK 专装,чистый слива изменник,ynctbim cnnba w3mehhnk 专装,False,1.0952380952380953,1.3333333333333333,0.6082539682539683
129,"одноименный
регата   )",OIHONMEHHD ） perara,одноименный регата   ),oihonmehhd ） perara,False,0.9545454545454546,1.0,0.6012759170653907
130,9799905051, 9799905051,9799905051,9799905051,True,0.0,0.0,0.0
131,"арап?
учет",apan? y4em >>>>,арап? учет,apan? y4em >>>>,False,1.3,1.5,0.5555555555555556
132,"смерш
9536985036
ожог схождение
Савинова волочь",cmepw 9536985036 OKOT CXOKIeHNe CaBNHOBa BOnOYb,смерш 9536985036 ожог схождение савинова волочь,cmepw 9536985036 okot cxokiehne cabnhoba bonoyb,False,0.6808510638297872,0.8333333333333334,0.45390070921985815
133,расстилать,BCCTW,расстилать,bcctw,False,1.0,1.0,1.0
134,"жидкий
лакать",X VA KVV SakaTb,жидкий лакать,x va kvv sakatb,False,1.0769230769230769,2.0,0.6188034188034188
135,Бельгия,SenbrW 联E 20000,бельгия,senbrw 联e 20000,False,2.142857142857143,3.0,1.0
136,"сахарин
страсть
арбалет",家 福 NO00斤 光 caxapNH CTpaCTb ap6anet,сахарин страсть арбалет,家 福 no00斤 光 caxapnh ctpactb ap6anet,False,1.434782608695652,2.3333333333333335,0.6186335403726708
137,Подольский,NASA LlOTOJIBCRHY  N0 MARS 串,подольский,nasa llotojibcrhy  n0 mars 串,False,2.8,5.0,1.0
138,святцы,ceamybl DCAOAS 行 ,святцы,ceamybl dcaoas 行,False,2.6666666666666665,3.0,1.0
139,"физик
Нечай
53869", PH3UK HEYAN 53869,физик нечай 53869,ph3uk heyan 53869,False,0.5882352941176471,0.6666666666666666,0.3921568627450981
140,"дубасить
Смолик",Ay6acKTb CMOnIK,дубасить смолик,ay6acktb cmonik,False,0.9333333333333333,1.0,0.6222222222222222
141,Инга,小 HHra,инга,小 hhra,False,1.5,2.0,1.0
142,Алай,AJLA,алай,ajla,False,1.0,1.0,1.0
143,80163(,80163(  一,80163(,80163(  一,False,0.5,1.0,0.06666666666666665
144,"77555 Велько
смиренный 66575",77555 benako CopeEnt 66575 CHEN,77555 велько смиренный 66575,77555 benako copeent 66575 chen,False,0.7142857142857143,0.75,0.37211981566820274
145,"галдеж осушить(
спагетти   (",raJneK ocymNTb( cnareTTK （ D,галдеж осушить( спагетти   (,rajnek ocymntb( cnarettk （ d,False,0.8214285714285714,1.25,0.5476190476190477
146,граб, 2pa6,граб,2pa6,False,1.0,1.0,1.0
147,очаг,ouar,очаг,ouar,False,1.0,1.0,1.0
148,"Янчук.
жаль",,янчук. жаль,nan,False,1.0,1.0,1.0
149,амба,aM6a 小 心,амба,am6a 小 心,False,2.0,3.0,1.0
150,"горло
Пузевич
батюшка
понижающий
пролепетать!",20pAo Ty3eeuy bamiouka NOHUx aIoWui nposenemamb! 1,горло пузевич батюшка понижающий пролепетать!,20pao ty3eeuy bamiouka nohux aiowui nposenemamb! 1,False,1.0,1.4,0.5962962962962963
151,Скорина,CropMMa,скорина,cropmma,False,1.0,1.0,1.0
152,Греф,TPEO  ,греф,tpeo,False,1.0,1.0,1.0
153,важничать, 1,важничать,1,False,1.0,1.0,1.0
154,разбазарить прялка,pa36a3apuTb pka,разбазарить прялка,pa36a3aputb pka,False,0.9444444444444444,1.0,0.625925925925926
155,Салтыков,aT bKOB,салтыков,at bkob,False,1.0,2.0,1.0
156,"шейный
50487
81594?",WEMHbIN 50487 81594?,шейный 50487 81594?,wemhbin 50487 81594?,False,0.3684210526315789,0.3333333333333333,0.22192982456140342
157,Моцарт,,моцарт,nan,False,1.0,1.0,1.0
158,клей!,KnEV!,клей!,knev!,False,0.8,1.0,0.5333333333333334
159,"морить
слепой
сшибить
чернослив",Mopumb cnenou cwu6umb HepHOcnue CODE,морить слепой сшибить чернослив,mopumb cnenou cwu6umb hephocnue code,False,1.064516129032258,1.25,0.6066308243727598
160,Чернушевич,YepnymeBny ?,чернушевич,yepnymebny ?,False,1.2,2.0,1.0
161,облупить,06ny numb,облупить,06ny numb,False,1.125,2.0,1.0
162,вибрион,Bubpuoh,вибрион,bubpuoh,False,1.0,1.0,1.0
163,Клара,XNAPA ,клара,xnapa,False,1.0,1.0,1.0
164,"замещение
помышлять
готовно смута",3AMELIEHNE MOMDINAT FOTOBHO CMYTA N,замещение помышлять готовно смута,3ameliehne momdinat fotobho cmyta n,False,1.0,1.25,0.6077922077922078
165,наука,Hay ka,наука,hay ka,False,1.2,2.0,1.0
166,"пулковский
хитровато",aysoncrud Xarponaro,пулковский хитровато,aysoncrud xarponaro,False,0.95,1.0,0.6324561403508773
167,зачин,BAU,зачин,bau,False,1.0,1.0,1.0
168,Кент.,,кент.,nan,False,1.0,1.0,1.0
169,"Шатило
цитология",WaTNAO LNTOAONA,шатило цитология,watnao lntoaona,False,0.9375,1.0,0.6236111111111111
170,"каретка
старомосковский
осмотрительно
зачитываться.",kapeTka CTapOMOCKOBCKWM  OCMOTPVTESIbHO 3aMTbBaTbCA,каретка старомосковский осмотрительно зачитываться.,kapetka ctapomockobckwm  ocmotpvtesibho 3amtbbatbca,False,0.9607843137254902,1.0,0.6274509803921569
171,иудин!,WYAUH!,иудин!,wyauh!,False,0.8333333333333334,1.0,0.5555555555555556
172,"Дуся
богато",香 AycA 6oraTo,дуся богато,香 ayca 6orato,False,1.0909090909090908,1.5,0.6107226107226107
173,троп,V CLU Tpol STOEIES ,троп,v clu tpol stoeies,False,4.5,4.0,1.0
174,"Галенко
левит
душистый
Ганевич",FaneHKO JEBVT AyWNCTb T aHeBVH,галенко левит душистый ганевич,fanehko jebvt aywnctb t ahebvh,False,0.9333333333333333,1.25,0.6000000000000001
175,Рожина,C 90 POKWIHa,рожина,c 90 pokwiha,False,2.0,3.0,1.0
176,"Козин
Храмов
невидный?",Thereieeioyere pratective riim 1 保护摄 KO3VH XpaMOB HEBWAHbIN:,козин храмов невидный?,thereieeioyere pratective riim 1 保护摄 ko3vh xpamob hebwahbin:,False,2.6363636363636362,2.6666666666666665,0.6252525252525252
177,"дож сельва
догонять выиграть
настенный
свершаться",OHC cenbea ①020Hymb eblu2pamb HacmeHHbIu ceepwambcy 一,дож сельва догонять выиграть настенный свершаться,ohc cenbea ①020hymb eblu2pamb hacmehhbiu ceepwambcy 一,False,0.9795918367346939,1.1666666666666667,0.6012065203439867
178,"въезжать
окаймить",贸 Bbe3>X aTb OKaiMNTb,въезжать окаймить,贸 bbe3>x atb okaimntb,False,1.1764705882352942,2.0,0.6311858076563959
179,"вахта
аборт",BaXTa a6opr,вахта аборт,baxta a6opr,False,0.9090909090909091,1.0,0.606060606060606
180,Шилов,J UWnOB,шилов,j uwnob,False,1.4,2.0,1.0
181,"листинг самооценка;
лизинг плантация",nucmuH2 caMOOueHKa; nU3UH2 aHmauua 101T,листинг самооценка; лизинг плантация,nucmuh2 camoouehka; nu3uh2 ahmauua 101t,False,0.9722222222222222,1.25,0.5954415954415955
182,нулевой,® HyIeBO路,нулевой,® hyiebo路,False,1.2857142857142858,2.0,1.0
183,"питомец event
Влад
гвалт вопросик Быков(
63462 воздвижение
венский       ?",nMTOmeLevent Bna TBaTT BOnPOCnK EbIKOB( 63462 BO3BVKHVE BeHCKN,питомец event влад гвалт вопросик быков( 63462 воздвижение венский       ?,nmtomelevent bna tbatt bonpocnk ebikob( 63462 bo3bvkhve behckn,False,0.7702702702702703,0.9,0.5999225031483095
184,"Власик
галстук",BnacuK 2ancmyK,власик галстук,bnacuk 2ancmyk,False,0.9285714285714286,1.0,0.6190476190476191
185,"75597
инфа",75597 MHa 福 不,75597 инфа,75597 mha 福 不,False,0.7,1.5,0.31282051282051293
186,даос,aaoc,даос,aaoc,False,1.0,1.0,1.0
187,"Наум стрежень доменный-
досадливый.",HayM  CTpeXeHb  JOMeHHbW- nOCanWBbIn.,наум стрежень доменный- досадливый.,haym  ctpexehb  jomehhbw- nocanwbbin.,False,0.9142857142857143,1.0,0.6406692406692407
188,бабий,eo 6a6n放 2 (,бабий,eo 6a6n放 2 (,False,2.4,4.0,1.0
189,"РСПП
прям
99259",#1 PaTI  2078 rpam 99259,рспп прям 99259,#1 pati  2078 rpam 99259,False,1.1333333333333333,1.3333333333333333,0.46150793650793653
190,спассеровать,cnaccepoBamb,спассеровать,cnaccepobamb,False,1.0,1.0,1.0
191,цыпка,Ubinka,цыпка,ubinka,False,1.2,1.0,1.0
192,"Гребенкина 93780 сивуха
шоу-бизнес",0O8e Tpe6eHKNHa 93780 CVByXa Loy-6vBHeC,гребенкина 93780 сивуха шоу-бизнес,0o8e tpe6ehknha 93780 cvbyxa loy-6vbhec,False,0.8823529411764706,1.0,0.6126194067370538
193,резчик,? pesuuk,резчик,? pesuuk,False,1.3333333333333333,2.0,1.0
194,"вмещать;
Федорова
Томас",BMeaTb; ΦeOpOBa M ToMac,вмещать; федорова томас,bmeatb; φeopoba m tomac,False,0.9130434782608695,1.3333333333333333,0.5797101449275361
